source,target,interaction_name_2,pathway_name,pair_key,prob_mild,prob_severe,pval_mild,pval_severe,prob_delta_severe_minus_mild,severe_specific_or_enhanced
Hom/Reg-like NPCs,Fibro-reg NPCs,COL9A3 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL9A3 - SDC4|COLLAGEN,0,5.237296065578269e-5,NA,0,5.237296065578269e-5,TRUE
Hom/Reg-like NPCs,Eff-NPCs,COL9A3 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Eff-NPCs|COL9A3 - SDC4|COLLAGEN,0,5.1783100695413605e-5,NA,0,5.1783100695413605e-5,TRUE
Hom/Reg-like NPCs,Hom-NPCs,COL6A2 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Hom-NPCs|COL6A2 - SDC4|COLLAGEN,0,5.102772460093984e-5,NA,0,5.102772460093984e-5,TRUE
Fibro-NPCs,Hom-NPCs,THBS2 - SDC4,THBS,Fibro-NPCs|Hom-NPCs|THBS2 - SDC4|THBS,1.5033530842393958e-5,6.26904908213701e-5,0,0,4.7656959978976146e-5,TRUE
ECM/Adh-NPCs,Hom/Reg-like NPCs,COL9A2 - SDC4,COLLAGEN,ECM/Adh-NPCs|Hom/Reg-like NPCs|COL9A2 - SDC4|COLLAGEN,0,4.756781943778668e-5,NA,0,4.756781943778668e-5,TRUE
Fibro-NPCs,Fibro-reg NPCs,GJA1 - GJA1,GAP,Fibro-NPCs|Fibro-reg NPCs|GJA1 - GJA1|GAP,4.968405022348147e-6,5.2490765739085964e-5,0,0,4.7522360716737814e-5,TRUE
Fibro-reg NPCs,Fibro-NPCs,GJA1 - GJA1,GAP,Fibro-reg NPCs|Fibro-NPCs|GJA1 - GJA1|GAP,4.968405022348147e-6,5.2490765739085964e-5,0,0,4.7522360716737814e-5,TRUE
Hom-NPCs,Eff-NPCs,COMP - SDC4,THBS,Hom-NPCs|Eff-NPCs|COMP - SDC4|THBS,0,4.635214574187272e-5,NA,0,4.635214574187272e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,THBS1 - SDC4,THBS,Fibro-reg NPCs|Fibro-reg NPCs|THBS1 - SDC4|THBS,2.1476032461562527e-5,6.756206769288334e-5,0,0,4.608603523132081e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL6A2 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL6A2 - (ITGA11+ITGB1)|COLLAGEN,0,4.5792887082474207e-05,NA,0,4.5792887082474207e-05,TRUE
Fibro-reg NPCs,ECM/Adh-NPCs,THBS2 - SDC4,THBS,Fibro-reg NPCs|ECM/Adh-NPCs|THBS2 - SDC4|THBS,0,4.400423382359375e-5,NA,0,4.400423382359375e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,3.5357148633416754e-6,4.7312099452167696e-5,0,0,4.377638458882602e-5,TRUE
Hom/Reg-like NPCs,Fibro-NPCs,ANGPTL2 - (ITGA5+ITGB1),ANGPTL,Hom/Reg-like NPCs|Fibro-NPCs|ANGPTL2 - (ITGA5+ITGB1)|ANGPTL,0,4.236445056926052e-5,NA,0,4.236445056926052e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,SPP1 - (ITGAV+ITGB1),SPP1,Ht-NPCs|Fibro-reg NPCs|SPP1 - (ITGAV+ITGB1)|SPP1,2.2949573977544815e-6,4.414316254885709e-5,0,0,4.184820515110261e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,SPP1 - (ITGAV+ITGB5),SPP1,Ht-NPCs|Fibro-reg NPCs|SPP1 - (ITGAV+ITGB5)|SPP1,2.886296017119448e-6,4.441897696707414e-5,0,0,4.1532680949954696e-5,TRUE
Hom/Reg-like NPCs,ECM/Adh-NPCs,COL9A2 - SDC4,COLLAGEN,Hom/Reg-like NPCs|ECM/Adh-NPCs|COL9A2 - SDC4|COLLAGEN,0,4.1215450645208566e-5,NA,0,4.1215450645208566e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,SPP1 - (ITGA5+ITGB1),SPP1,Ht-NPCs|Fibro-reg NPCs|SPP1 - (ITGA5+ITGB1)|SPP1,1.3040528673413663e-6,4.238318729329727e-5,0,0,4.1079134425955906e-5,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL9A3 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL9A3 - (ITGA10+ITGB1)|COLLAGEN,0,4.050194934141787e-5,NA,0,4.050194934141787e-5,TRUE
Hom/Reg-like NPCs,Ht-NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Ht-NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,0,3.9892790775486654e-5,NA,0,3.9892790775486654e-5,TRUE
Fibro-reg NPCs,Ht-NPCs,COL6A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Ht-NPCs|COL6A1 - (ITGA10+ITGB1)|COLLAGEN,0,3.9782846913338436e-5,NA,0,3.9782846913338436e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COMP - CD47,THBS,Eff-NPCs|Fibro-reg NPCs|COMP - CD47|THBS,0,3.953272790461986e-5,NA,0,3.953272790461986e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COL1A1 - (ITGA11+ITGB1),COLLAGEN,Eff-NPCs|Fibro-reg NPCs|COL1A1 - (ITGA11+ITGB1)|COLLAGEN,1.4757219754143653e-7,3.9372921417267865e-5,0,0,3.922534921972643e-5,TRUE
Fibro-NPCs,Fibro-reg NPCs,THBS2 - CD47,THBS,Fibro-NPCs|Fibro-reg NPCs|THBS2 - CD47|THBS,5.779526193181995e-6,4.469429390717429e-5,0,0,3.891476771399229e-5,TRUE
Fibro-reg NPCs,Ht-NPCs,COL6A3 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Ht-NPCs|COL6A3 - (ITGA10+ITGB1)|COLLAGEN,0,3.778206138159707e-5,NA,0,3.778206138159707e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COMP - SDC4,THBS,Ht-NPCs|Hom/Reg-like NPCs|COMP - SDC4|THBS,0,3.737172935715839e-5,NA,0,3.737172935715839e-5,TRUE
Fibro-reg NPCs,Hom-NPCs,THBS2 - CD47,THBS,Fibro-reg NPCs|Hom-NPCs|THBS2 - CD47|THBS,8.205345807341876e-5,1.188258161141071e-4,0,0,3.677235804068833e-5,TRUE
Fibro-reg NPCs,Eff-NPCs,THBS2 - SDC4,THBS,Fibro-reg NPCs|Eff-NPCs|THBS2 - SDC4|THBS,5.994797853500099e-5,9.62089674224506e-5,0,0,3.626098888744962e-5,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL9A2 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL9A2 - (ITGA11+ITGB1)|COLLAGEN,0,3.5623004099366924e-5,NA,0,3.5623004099366924e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL9A2 - SDC4,COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL9A2 - SDC4|COLLAGEN,0,3.465475842592826e-5,NA,0,3.465475842592826e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,VEGFA - VEGFR1,VEGF,Fibro-reg NPCs|Hom/Reg-like NPCs|VEGFA - VEGFR1|VEGF,0,3.413396946347723e-5,NA,0,3.413396946347723e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL1A2 - (ITGA11+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL1A2 - (ITGA11+ITGB1)|COLLAGEN,2.3156000534781963e-6,3.596683332385629e-5,0,0,3.365123327037809e-5,TRUE
Eff-NPCs,Hom-NPCs,COMP - CD47,THBS,Eff-NPCs|Hom-NPCs|COMP - CD47|THBS,0,3.3348621408093805e-5,NA,0,3.3348621408093805e-5,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL9A2 - (ITGA10+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL9A2 - (ITGA10+ITGB1)|COLLAGEN,0,3.3251868350349834e-5,NA,0,3.3251868350349834e-5,TRUE
Eff-NPCs,Hom/Reg-like NPCs,COMP - CD47,THBS,Eff-NPCs|Hom/Reg-like NPCs|COMP - CD47|THBS,0,3.281693192877858e-5,NA,0,3.281693192877858e-5,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,VEGFA - VEGFR1,VEGF,Hom/Reg-like NPCs|Hom/Reg-like NPCs|VEGFA - VEGFR1|VEGF,0,3.14018291250233e-5,NA,0,3.14018291250233e-5,TRUE
Ht-NPCs,Eff-NPCs,COL2A1 - SDC4,COLLAGEN,Ht-NPCs|Eff-NPCs|COL2A1 - SDC4|COLLAGEN,1.8987902099135286e-5,4.976195305639256e-5,0,0,3.0774050957257274e-5,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,COL6A2 - (ITGA11+ITGB1),COLLAGEN,Fibro-NPCs|Hom/Reg-like NPCs|COL6A2 - (ITGA11+ITGB1)|COLLAGEN,0,2.9610481895264764e-5,NA,0,2.9610481895264764e-5,TRUE
Hom-NPCs,Fibro-reg NPCs,ANGPTL2 - (ITGA5+ITGB1),ANGPTL,Hom-NPCs|Fibro-reg NPCs|ANGPTL2 - (ITGA5+ITGB1)|ANGPTL,1.1154410397990912e-5,4.018186097012586e-5,0,0,2.902745057213495e-5,TRUE
Fibro-NPCs,Fibro-reg NPCs,THBS2 - SDC4,THBS,Fibro-NPCs|Fibro-reg NPCs|THBS2 - SDC4|THBS,2.894130687245973e-6,3.095353585301066e-5,0,0,2.8059405165764685e-5,TRUE
ECM/Adh-NPCs,Hom-NPCs,COL9A2 - SDC4,COLLAGEN,ECM/Adh-NPCs|Hom-NPCs|COL9A2 - SDC4|COLLAGEN,0,2.799603752127844e-5,NA,0,2.799603752127844e-5,TRUE
ECM/Adh-NPCs,Hom/Reg-like NPCs,VEGFA - VEGFR1,VEGF,ECM/Adh-NPCs|Hom/Reg-like NPCs|VEGFA - VEGFR1|VEGF,0,2.787039059611709e-5,NA,0,2.787039059611709e-5,TRUE
Fibro-NPCs,Fibro-NPCs,GJA1 - GJA1,GAP,Fibro-NPCs|Fibro-NPCs|GJA1 - GJA1|GAP,1.4340603253073928e-6,2.8572163712560683e-5,0,0,2.713810338725329e-5,TRUE
Eff-NPCs,Eff-NPCs,COMP - SDC4,THBS,Eff-NPCs|Eff-NPCs|COMP - SDC4|THBS,0,2.6998791824303294e-5,NA,0,2.6998791824303294e-5,TRUE
Hom-NPCs,Fibro-reg NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Hom-NPCs|Fibro-reg NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,1.2731241491393072e-4,1.533825959288219e-4,0,0,2.6070181014891172e-5,TRUE
Fibro-reg NPCs,Hom-NPCs,IGFBP3 - TMEM219,IGFBP,Fibro-reg NPCs|Hom-NPCs|IGFBP3 - TMEM219|IGFBP,3.253897382881862e-6,2.900640998695304e-5,0,0,2.575251260407118e-5,TRUE
Fibro-reg NPCs,Hom-NPCs,THBS1 - SDC4,THBS,Fibro-reg NPCs|Hom-NPCs|THBS1 - SDC4|THBS,1.112360777617275e-4,1.3651046452467963e-4,0,0,2.527438676295214e-5,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL9A2 - (ITGA11+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL9A2 - (ITGA11+ITGB1)|COLLAGEN,0,2.5118341265040823e-5,NA,0,2.5118341265040823e-5,TRUE
Hom/Reg-like NPCs,Eff-NPCs,COL6A2 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Eff-NPCs|COL6A2 - SDC4|COLLAGEN,0,2.5010033177586037e-5,NA,0,2.5010033177586037e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL9A2 - SDC4,COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL9A2 - SDC4|COLLAGEN,0,2.4920354769721154e-5,NA,0,2.4920354769721154e-5,TRUE
Ht-NPCs,Fibro-NPCs,SPP1 - (ITGAV+ITGB1),SPP1,Ht-NPCs|Fibro-NPCs|SPP1 - (ITGAV+ITGB1)|SPP1,0,2.4721206732097687e-5,NA,0,2.4721206732097687e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL9A2 - (ITGA10+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL9A2 - (ITGA10+ITGB1)|COLLAGEN,0,2.4423440891164685e-5,NA,0,2.4423440891164685e-5,TRUE
Fibro-NPCs,Hom-NPCs,THBS2 - CD47,THBS,Fibro-NPCs|Hom-NPCs|THBS2 - CD47|THBS,1.3364014737626153e-5,3.7678298037604356e-5,0,0,2.43142832999782e-5,TRUE
Hom/Reg-like NPCs,ECM/Adh-NPCs,COL9A3 - SDC4,COLLAGEN,Hom/Reg-like NPCs|ECM/Adh-NPCs|COL9A3 - SDC4|COLLAGEN,0,2.3561679663336723e-5,NA,0,2.3561679663336723e-5,TRUE
Eff-NPCs,Eff-NPCs,COL2A1 - SDC4,COLLAGEN,Eff-NPCs|Eff-NPCs|COL2A1 - SDC4|COLLAGEN,0,2.249331485860805e-5,NA,0,2.249331485860805e-5,TRUE
Fibro-reg NPCs,Ht-NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Ht-NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,0,2.236885994497304e-5,NA,0,2.236885994497304e-5,TRUE
Ht-NPCs,Hom-NPCs,COMP - SDC4,THBS,Ht-NPCs|Hom-NPCs|COMP - SDC4|THBS,0,2.2230959360592018e-5,NA,0,2.2230959360592018e-5,TRUE
Hom/Reg-like NPCs,Eff-NPCs,COMP - CD47,THBS,Hom/Reg-like NPCs|Eff-NPCs|COMP - CD47|THBS,2.437028251743086e-5,4.623728829684203e-5,0,0,2.1867005779411173e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,Eff-NPCs|Fibro-reg NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,3.281330107974517e-5,5.4637517459964443e-5,0,0,2.182421638021927e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL9A3 - SDC4,COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL9A3 - SDC4|COLLAGEN,0,2.144370947416499e-5,NA,0,2.144370947416499e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL9A2 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL9A2 - SDC4|COLLAGEN,7.010156496036306e-5,9.14940880562308e-5,0,0,2.1392523095867743e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,0,2.1312753590450545e-5,NA,0,2.1312753590450545e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL9A3 - SDC4,COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL9A3 - SDC4|COLLAGEN,2.445251598050491e-6,2.351013603153581e-5,0,0,2.106488443348532e-5,TRUE
Fibro-NPCs,Eff-NPCs,THBS2 - SDC4,THBS,Fibro-NPCs|Eff-NPCs|THBS2 - SDC4|THBS,9.832270312428545e-6,3.075016744968833e-5,0,0,2.0917897137259782e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL6A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL6A1 - (ITGA10+ITGB1)|COLLAGEN,2.111423635914902e-4,2.318105120900413e-4,0,0,2.06681484985511e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL4A2 - SDC4,COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL4A2 - SDC4|COLLAGEN,0,2.063490572770335e-5,NA,0,2.063490572770335e-5,TRUE
Ht-NPCs,Hom-NPCs,COL9A2 - SDC4,COLLAGEN,Ht-NPCs|Hom-NPCs|COL9A2 - SDC4|COLLAGEN,0,2.0597544081733334e-5,NA,0,2.0597544081733334e-5,TRUE
ECM/Adh-NPCs,Ht-NPCs,COMP - CD47,THBS,ECM/Adh-NPCs|Ht-NPCs|COMP - CD47|THBS,0,2.059105702430562e-5,NA,0,2.059105702430562e-5,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL9A3 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL9A3 - (ITGA11+ITGB1)|COLLAGEN,0,2.0369743352488865e-5,NA,0,2.0369743352488865e-5,TRUE
Ht-NPCs,Fibro-NPCs,IBSP - (ITGAV+ITGB5),BSP,Ht-NPCs|Fibro-NPCs|IBSP - (ITGAV+ITGB5)|BSP,3.0318643099331624e-6,2.3083792554386824e-5,0,0,2.005192824445366e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Eff-NPCs|Fibro-reg NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,2.148572802527399e-5,4.134742467149705e-5,0,0,1.9861696646223057e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,2.2103904440729218e-5,4.1851780606315396e-5,0,0,1.9747876165586178e-5,TRUE
Fibro-reg NPCs,Fibro-NPCs,NAMPT - (ITGA5+ITGB1),VISFATIN,Fibro-reg NPCs|Fibro-NPCs|NAMPT - (ITGA5+ITGB1)|VISFATIN,0,1.961128943348531e-5,NA,0,1.961128943348531e-5,TRUE
Ht-NPCs,Eff-NPCs,COL1A2 - SDC4,COLLAGEN,Ht-NPCs|Eff-NPCs|COL1A2 - SDC4|COLLAGEN,0,1.9304769692244873e-5,NA,0,1.9304769692244873e-5,TRUE
Hom/Reg-like NPCs,Fibro-NPCs,NAMPT - (ITGA5+ITGB1),VISFATIN,Hom/Reg-like NPCs|Fibro-NPCs|NAMPT - (ITGA5+ITGB1)|VISFATIN,0,1.8601006193409992e-5,NA,0,1.8601006193409992e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL6A3 - SDC4,COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL6A3 - SDC4|COLLAGEN,0,1.8596928599813698e-5,NA,0,1.8596928599813698e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL9A2 - (ITGA11+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL9A2 - (ITGA11+ITGB1)|COLLAGEN,3.4008503274610696e-7,1.8507642113612038e-5,0,0,1.816755708086593e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL9A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL9A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.7417654452828633e-5,NA,0,1.7417654452828633e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,THBS1 - SDC4,THBS,Hom/Reg-like NPCs|Fibro-reg NPCs|THBS1 - SDC4|THBS,4.0543902597432804e-5,5.740936578569764e-5,0,0,1.6865463188264838e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,IGFBP3 - TMEM219,IGFBP,Fibro-reg NPCs|Hom/Reg-like NPCs|IGFBP3 - TMEM219|IGFBP,2.804631785852896e-6,1.9364778698788674e-5,0,0,1.656014691293578e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL9A3 - (ITGA10+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL9A3 - (ITGA10+ITGB1)|COLLAGEN,4.122477752505269e-7,1.6522252450307348e-5,0,0,1.611000467505682e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COMP - CD47,THBS,Ht-NPCs|Fibro-reg NPCs|COMP - CD47|THBS,0,1.590629716401477e-5,NA,0,1.590629716401477e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL9A3 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL9A3 - (ITGA10+ITGB1)|COLLAGEN,0,1.4986728476659766e-5,NA,0,1.4986728476659766e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL4A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL4A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.4421245749939637e-5,NA,0,1.4421245749939637e-5,TRUE
ECM/Adh-NPCs,Eff-NPCs,COL9A2 - SDC4,COLLAGEN,ECM/Adh-NPCs|Eff-NPCs|COL9A2 - SDC4|COLLAGEN,0,1.3738160509558017e-5,NA,0,1.3738160509558017e-5,TRUE
Fibro-NPCs,Hom-NPCs,IGFBP3 - TMEM219,IGFBP,Fibro-NPCs|Hom-NPCs|IGFBP3 - TMEM219|IGFBP,1.758442409712641e-6,1.5483787975441875e-5,0,0,1.3725345565729235e-5,TRUE
Ht-NPCs,Hom-NPCs,COMP - CD47,THBS,Ht-NPCs|Hom-NPCs|COMP - CD47|THBS,0,1.3423248294097437e-5,NA,0,1.3423248294097437e-5,TRUE
ECM/Adh-NPCs,Ht-NPCs,FGF2 - FGFR1,FGF,ECM/Adh-NPCs|Ht-NPCs|FGF2 - FGFR1|FGF,0,1.3375859660826021e-5,NA,0,1.3375859660826021e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COMP - CD47,THBS,Ht-NPCs|Hom/Reg-like NPCs|COMP - CD47|THBS,0,1.320614856519968e-5,NA,0,1.320614856519968e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL9A2 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL9A2 - (ITGA11+ITGB1)|COLLAGEN,0,1.315644870853781e-5,NA,0,1.315644870853781e-5,TRUE
Ht-NPCs,Hom-NPCs,COL9A3 - SDC4,COLLAGEN,Ht-NPCs|Hom-NPCs|COL9A3 - SDC4|COLLAGEN,1.0544432339487955e-6,1.3925928760802638e-5,0,0,1.2871485526853842e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,POSTN - (ITGAV+ITGB5),PERIOSTIN,Fibro-reg NPCs|Hom/Reg-like NPCs|POSTN - (ITGAV+ITGB5)|PERIOSTIN,2.2657917537298205e-5,3.5451366486000574e-5,0,0,1.279344894870237e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL4A1 - SDC4,COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL4A1 - SDC4|COLLAGEN,0,1.2761579047853807e-5,NA,0,1.2761579047853807e-5,TRUE
Fibro-reg NPCs,Hom-NPCs,COL9A3 - SDC4,COLLAGEN,Fibro-reg NPCs|Hom-NPCs|COL9A3 - SDC4|COLLAGEN,0,1.261733803641124e-5,NA,0,1.261733803641124e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL9A3 - (ITGA11+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL9A3 - (ITGA11+ITGB1)|COLLAGEN,2.6933191960123697e-7,1.2506510827144722e-5,0,0,1.2237178907543485e-5,TRUE
Hom/Reg-like NPCs,Ht-NPCs,COL9A2 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Ht-NPCs|COL9A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.223661006110558e-5,NA,0,1.223661006110558e-5,TRUE
Fibro-reg NPCs,Hom-NPCs,COL4A2 - SDC4,COLLAGEN,Fibro-reg NPCs|Hom-NPCs|COL4A2 - SDC4|COLLAGEN,0,1.214121975660785e-5,NA,0,1.214121975660785e-5,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,POSTN - (ITGAV+ITGB5),PERIOSTIN,Fibro-NPCs|Hom/Reg-like NPCs|POSTN - (ITGAV+ITGB5)|PERIOSTIN,2.5957265049967584e-4,2.716397024581696e-4,0,0,1.206705195849376e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Eff-NPCs|Fibro-reg NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.206418281985076e-5,NA,0,1.206418281985076e-5,TRUE
Fibro-reg NPCs,Eff-NPCs,THBS2 - CD47,THBS,Fibro-reg NPCs|Eff-NPCs|THBS2 - CD47|THBS,1.4613153204831861e-5,2.6608616862487573e-5,0,0,1.1995463657655712e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL9A3 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL9A3 - (ITGA11+ITGB1)|COLLAGEN,0,1.1319959684629356e-5,NA,0,1.1319959684629356e-5,TRUE
Hom/Reg-like NPCs,Ht-NPCs,FGF2 - FGFR1,FGF,Hom/Reg-like NPCs|Ht-NPCs|FGF2 - FGFR1|FGF,0,1.1052517807508204e-5,NA,0,1.1052517807508204e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL4A2 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL4A2 - (ITGA11+ITGB1)|COLLAGEN,0,1.0892768354626064e-5,NA,0,1.0892768354626064e-5,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,THBS2 - CD47,THBS,Fibro-NPCs|Hom/Reg-like NPCs|THBS2 - CD47|THBS,2.6229757891787515e-5,3.709217424685426e-5,0,0,1.0862416355066745e-5,TRUE
Ht-NPCs,Fibro-NPCs,SPP1 - (ITGA5+ITGB1),SPP1,Ht-NPCs|Fibro-NPCs|SPP1 - (ITGA5+ITGB1)|SPP1,0,1.0839155777479965e-5,NA,0,1.0839155777479965e-5,TRUE
Ht-NPCs,Eff-NPCs,COMP - SDC4,THBS,Ht-NPCs|Eff-NPCs|COMP - SDC4|THBS,0,1.0815922255859867e-5,NA,0,1.0815922255859867e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,IGFBP3 - TMEM219,IGFBP,Fibro-reg NPCs|Fibro-reg NPCs|IGFBP3 - TMEM219|IGFBP,6.734172247273857e-7,1.1404485624113013e-5,0,0,1.0731068399385627e-5,TRUE
ECM/Adh-NPCs,Hom/Reg-like NPCs,COL9A2 - (ITGA10+ITGB1),COLLAGEN,ECM/Adh-NPCs|Hom/Reg-like NPCs|COL9A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.0683887807136683e-5,NA,0,1.0683887807136683e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,PDGFA - PDGFRA,PDGF,Fibro-reg NPCs|Fibro-reg NPCs|PDGFA - PDGFRA|PDGF,8.152858986618158e-7,1.1398840870573451e-5,0,0,1.0583554971911635e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL9A2 - SDC4,COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL9A2 - SDC4|COLLAGEN,0,1.02267462936433e-5,NA,0,1.02267462936433e-5,TRUE
Fibro-NPCs,Ht-NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Ht-NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.02086776474328e-5,NA,0,1.02086776474328e-5,TRUE
